cbsa,metro_name,yr,qtr,index_nsa,index_sa
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2021,3,260.4,258.23
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2021,4,262.86,266.58
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2022,1,274.45,276.21
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2022,2,286.27,279.82
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2022,3,282.45,280.01
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2022,4,277.34,281.58
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2023,1,282,284.1
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2023,2,299.54,292.37
16984,"Chicago-Naperville-Evanston, IL  (MSAD)",2023,3,301.71,298.95
17140,"Cincinnati, OH-KY-IN",1991,1,100,100
17140,"Cincinnati, OH-KY-IN",1991,2,101.53,101.02
17140,"Cincinnati, OH-KY-IN",1991,3,102.5,102.03
17140,"Cincinnati, OH-KY-IN",1991,4,102.42,102.31
17140,"Cincinnati, OH-KY-IN",1992,1,104.22,104.21
17140,"Cincinnati, OH-KY-IN",1992,2,105.69,105.17
17140,"Cincinnati, OH-KY-IN",1992,3,106.73,106.23
17140,"Cincinnati, OH-KY-IN",1992,4,107.62,107.49
17140,"Cincinnati, OH-KY-IN",1993,1,108.1,108.1
17140,"Cincinnati, OH-KY-IN",1993,2,110.11,109.59
17140,"Cincinnati, OH-KY-IN",1993,3,111.22,110.67
17140,"Cincinnati, OH-KY-IN",1993,4,112.12,111.97
17140,"Cincinnati, OH-KY-IN",1994,1,113.48,113.54
17140,"Cincinnati, OH-KY-IN",1994,2,114.82,114.29
17140,"Cincinnati, OH-KY-IN",1994,3,115.64,115.01
17140,"Cincinnati, OH-KY-IN",1994,4,116.08,115.93
17140,"Cincinnati, OH-KY-IN",1995,1,116.41,116.51
17140,"Cincinnati, OH-KY-IN",1995,2,116.99,116.45
17140,"Cincinnati, OH-KY-IN",1995,3,119.38,118.68
17140,"Cincinnati, OH-KY-IN",1995,4,119.59,119.45
17140,"Cincinnati, OH-KY-IN",1996,1,120.52,120.68
17140,"Cincinnati, OH-KY-IN",1996,2,122.26,121.68
17140,"Cincinnati, OH-KY-IN",1996,3,123.67,122.88
17140,"Cincinnati, OH-KY-IN",1996,4,123.33,123.21
17140,"Cincinnati, OH-KY-IN",1997,1,123.59,123.8
17140,"Cincinnati, OH-KY-IN",1997,2,125.83,125.19
17140,"Cincinnati, OH-KY-IN",1997,3,126.82,126
17140,"Cincinnati, OH-KY-IN",1997,4,127.07,126.94
17140,"Cincinnati, OH-KY-IN",1998,1,128.21,128.51
17140,"Cincinnati, OH-KY-IN",1998,2,130.57,129.83
17140,"Cincinnati, OH-KY-IN",1998,3,132.38,131.55
17140,"Cincinnati, OH-KY-IN",1998,4,133.62,133.48
17140,"Cincinnati, OH-KY-IN",1999,1,135.13,135.48
17140,"Cincinnati, OH-KY-IN",1999,2,137.96,137.11
17140,"Cincinnati, OH-KY-IN",1999,3,140.23,139.39
17140,"Cincinnati, OH-KY-IN",1999,4,141.26,141.11
17140,"Cincinnati, OH-KY-IN",2000,1,141.97,142.35
17140,"Cincinnati, OH-KY-IN",2000,2,144.99,144.04
17140,"Cincinnati, OH-KY-IN",2000,3,145.64,144.81
17140,"Cincinnati, OH-KY-IN",2000,4,146.77,146.65
17140,"Cincinnati, OH-KY-IN",2001,1,146.83,147.19
17140,"Cincinnati, OH-KY-IN",2001,2,150.13,149.12
17140,"Cincinnati, OH-KY-IN",2001,3,151.37,150.51
17140,"Cincinnati, OH-KY-IN",2001,4,152.37,152.28
17140,"Cincinnati, OH-KY-IN",2002,1,154.2,154.6
17140,"Cincinnati, OH-KY-IN",2002,2,155.97,154.83
17140,"Cincinnati, OH-KY-IN",2002,3,157.33,156.42
17140,"Cincinnati, OH-KY-IN",2002,4,157.96,157.96
17140,"Cincinnati, OH-KY-IN",2003,1,159.5,159.94
17140,"Cincinnati, OH-KY-IN",2003,2,162.87,161.59
17140,"Cincinnati, OH-KY-IN",2003,3,163.99,162.99
17140,"Cincinnati, OH-KY-IN",2003,4,164.46,164.56
17140,"Cincinnati, OH-KY-IN",2004,1,165.91,166.47
17140,"Cincinnati, OH-KY-IN",2004,2,168.04,166.59
17140,"Cincinnati, OH-KY-IN",2004,3,170.25,169.09
17140,"Cincinnati, OH-KY-IN",2004,4,170.4,170.62
17140,"Cincinnati, OH-KY-IN",2005,1,170.6,171.41
17140,"Cincinnati, OH-KY-IN",2005,2,175.29,173.57
17140,"Cincinnati, OH-KY-IN",2005,3,175.41,174.01
17140,"Cincinnati, OH-KY-IN",2005,4,175.11,175.49
17140,"Cincinnati, OH-KY-IN",2006,1,176.37,177.57
17140,"Cincinnati, OH-KY-IN",2006,2,179.42,177.34
17140,"Cincinnati, OH-KY-IN",2006,3,178.6,176.92
17140,"Cincinnati, OH-KY-IN",2006,4,177.91,178.63
17140,"Cincinnati, OH-KY-IN",2007,1,177.57,179
17140,"Cincinnati, OH-KY-IN",2007,2,179.36,176.96
17140,"Cincinnati, OH-KY-IN",2007,3,177.61,175.71
17140,"Cincinnati, OH-KY-IN",2007,4,171.62,172.7
17140,"Cincinnati, OH-KY-IN",2008,1,166.04,167.53
17140,"Cincinnati, OH-KY-IN",2008,2,170.99,168.36
17140,"Cincinnati, OH-KY-IN",2008,3,169.52,167.49
17140,"Cincinnati, OH-KY-IN",2008,4,163.45,164.96
17140,"Cincinnati, OH-KY-IN",2009,1,161.87,163.37
17140,"Cincinnati, OH-KY-IN",2009,2,165.62,162.79
17140,"Cincinnati, OH-KY-IN",2009,3,165.67,163.5
17140,"Cincinnati, OH-KY-IN",2009,4,162.46,164.36
17140,"Cincinnati, OH-KY-IN",2010,1,165.6,167.23
17140,"Cincinnati, OH-KY-IN",2010,2,164.99,161.87
17140,"Cincinnati, OH-KY-IN",2010,3,158.92,156.67
17140,"Cincinnati, OH-KY-IN",2010,4,153.96,156.11
17140,"Cincinnati, OH-KY-IN",2011,1,147.4,148.87
17140,"Cincinnati, OH-KY-IN",2011,2,155.76,152.66
17140,"Cincinnati, OH-KY-IN",2011,3,154.3,152.08
17140,"Cincinnati, OH-KY-IN",2011,4,149.18,151.29
17140,"Cincinnati, OH-KY-IN",2012,1,152.61,154.27
17140,"Cincinnati, OH-KY-IN",2012,2,157.26,154.1
17140,"Cincinnati, OH-KY-IN",2012,3,157.68,155.36
17140,"Cincinnati, OH-KY-IN",2012,4,152.75,154.77
17140,"Cincinnati, OH-KY-IN",2013,1,153.07,154.88
17140,"Cincinnati, OH-KY-IN",2013,2,162.73,159.6
17140,"Cincinnati, OH-KY-IN",2013,3,164.5,162.03
17140,"Cincinnati, OH-KY-IN",2013,4,161.61,163.41
17140,"Cincinnati, OH-KY-IN",2014,1,163.07,165.21
17140,"Cincinnati, OH-KY-IN",2014,2,168.83,165.79
17140,"Cincinnati, OH-KY-IN",2014,3,168.29,165.74
17140,"Cincinnati, OH-KY-IN",2014,4,169.03,170.61
17140,"Cincinnati, OH-KY-IN",2015,1,167.47,169.62
17140,"Cincinnati, OH-KY-IN",2015,2,173.66,170.84
17140,"Cincinnati, OH-KY-IN",2015,3,176.75,174.15
17140,"Cincinnati, OH-KY-IN",2015,4,175.05,176.36
17140,"Cincinnati, OH-KY-IN",2016,1,174.84,176.99
17140,"Cincinnati, OH-KY-IN",2016,2,183.63,180.93
17140,"Cincinnati, OH-KY-IN",2016,3,187.31,184.66
17140,"Cincinnati, OH-KY-IN",2016,4,185.55,186.77
17140,"Cincinnati, OH-KY-IN",2017,1,186.8,188.85
17140,"Cincinnati, OH-KY-IN",2017,2,193.94,191.31
17140,"Cincinnati, OH-KY-IN",2017,3,196.88,194.22
17140,"Cincinnati, OH-KY-IN",2017,4,197.05,198.29
17140,"Cincinnati, OH-KY-IN",2018,1,200.6,202.59
17140,"Cincinnati, OH-KY-IN",2018,2,206.99,204.21
17140,"Cincinnati, OH-KY-IN",2018,3,210.16,207.5
17140,"Cincinnati, OH-KY-IN",2018,4,208.84,210.26
17140,"Cincinnati, OH-KY-IN",2019,1,211.8,213.64
17140,"Cincinnati, OH-KY-IN",2019,2,220.02,216.92
17140,"Cincinnati, OH-KY-IN",2019,3,223.21,220.67
17140,"Cincinnati, OH-KY-IN",2019,4,223.82,225.51
17140,"Cincinnati, OH-KY-IN",2020,1,227.39,229.13
17140,"Cincinnati, OH-KY-IN",2020,2,235.71,232.1
17140,"Cincinnati, OH-KY-IN",2020,3,247.5,245.02
17140,"Cincinnati, OH-KY-IN",2020,4,249.98,252.06
17140,"Cincinnati, OH-KY-IN",2021,1,258.83,260.64
17140,"Cincinnati, OH-KY-IN",2021,2,274.82,270.25
17140,"Cincinnati, OH-KY-IN",2021,3,282.69,280.17
17140,"Cincinnati, OH-KY-IN",2021,4,287.22,289.78
17140,"Cincinnati, OH-KY-IN",2022,1,299.88,301.89
17140,"Cincinnati, OH-KY-IN",2022,2,315.81,310.23
17140,"Cincinnati, OH-KY-IN",2022,3,315.13,312.57
17140,"Cincinnati, OH-KY-IN",2022,4,315.68,318.61
17140,"Cincinnati, OH-KY-IN",2023,1,323.85,325.94
17140,"Cincinnati, OH-KY-IN",2023,2,339.98,333.83
17140,"Cincinnati, OH-KY-IN",2023,3,344.05,341.4
17460,"Cleveland-Elyria, OH",1991,1,100,100
17460,"Cleveland-Elyria, OH",1991,2,102.22,101.05
17460,"Cleveland-Elyria, OH",1991,3,103.02,102.11
17460,"Cleveland-Elyria, OH",1991,4,104.08,102.94
17460,"Cleveland-Elyria, OH",1992,1,105.97,106.01
17460,"Cleveland-Elyria, OH",1992,2,107.42,106.15
17460,"Cleveland-Elyria, OH",1992,3,108.62,107.67
17460,"Cleveland-Elyria, OH",1992,4,110.23,109.05
17460,"Cleveland-Elyria, OH",1993,1,109.7,109.77
17460,"Cleveland-Elyria, OH",1993,2,112.4,111.01
17460,"Cleveland-Elyria, OH",1993,3,113.11,112.09
17460,"Cleveland-Elyria, OH",1993,4,114.76,113.66
17460,"Cleveland-Elyria, OH",1994,1,114.5,114.5
17460,"Cleveland-Elyria, OH",1994,2,117.77,116.3
17460,"Cleveland-Elyria, OH",1994,3,118.55,117.37
17460,"Cleveland-Elyria, OH",1994,4,119.83,118.94
17460,"Cleveland-Elyria, OH",1995,1,120.53,120.35
17460,"Cleveland-Elyria, OH",1995,2,122.94,121.45
17460,"Cleveland-Elyria, OH",1995,3,124.39,122.97
17460,"Cleveland-Elyria, OH",1995,4,124.71,124.13
17460,"Cleveland-Elyria, OH",1996,1,126.25,125.86
17460,"Cleveland-Elyria, OH",1996,2,128.14,126.59
17460,"Cleveland-Elyria, OH",1996,3,129.26,127.69
17460,"Cleveland-Elyria, OH",1996,4,128.82,128.43
17460,"Cleveland-Elyria, OH",1997,1,130.48,130.02
17460,"Cleveland-Elyria, OH",1997,2,131.75,130.08
17460,"Cleveland-Elyria, OH",1997,3,132.62,131
17460,"Cleveland-Elyria, OH",1997,4,131.91,131.55
17460,"Cleveland-Elyria, OH",1998,1,133.47,133.12
17460,"Cleveland-Elyria, OH",1998,2,136.64,134.74
17460,"Cleveland-Elyria, OH",1998,3,137.21,135.6
17460,"Cleveland-Elyria, OH",1998,4,137.95,137.51
17460,"Cleveland-Elyria, OH",1999,1,138.97,138.75
17460,"Cleveland-Elyria, OH",1999,2,142.42,140.35
17460,"Cleveland-Elyria, OH",1999,3,143.8,142.1
17460,"Cleveland-Elyria, OH",1999,4,144.15,143.68
17460,"Cleveland-Elyria, OH",2000,1,144.87,144.75
17460,"Cleveland-Elyria, OH",2000,2,148.38,146.14
17460,"Cleveland-Elyria, OH",2000,3,149.15,147.35
17460,"Cleveland-Elyria, OH",2000,4,148.85,148.4
17460,"Cleveland-Elyria, OH",2001,1,150.51,150.43
17460,"Cleveland-Elyria, OH",2001,2,153.63,151.29
17460,"Cleveland-Elyria, OH",2001,3,154.79,152.83
17460,"Cleveland-Elyria, OH",2001,4,154.54,154.16
17460,"Cleveland-Elyria, OH",2002,1,155.22,155.21
17460,"Cleveland-Elyria, OH",2002,2,159.03,156.51
17460,"Cleveland-Elyria, OH",2002,3,159.53,157.48
17460,"Cleveland-Elyria, OH",2002,4,159.87,159.49
17460,"Cleveland-Elyria, OH",2003,1,161.41,161.57
17460,"Cleveland-Elyria, OH",2003,2,165.72,162.98
17460,"Cleveland-Elyria, OH",2003,3,166.79,164.54
17460,"Cleveland-Elyria, OH",2003,4,165.36,164.96
17460,"Cleveland-Elyria, OH",2004,1,166.41,166.87
17460,"Cleveland-Elyria, OH",2004,2,170.85,167.84
17460,"Cleveland-Elyria, OH",2004,3,171.1,168.66
17460,"Cleveland-Elyria, OH",2004,4,171,170.53
17460,"Cleveland-Elyria, OH",2005,1,169.95,170.91
17460,"Cleveland-Elyria, OH",2005,2,174.97,171.65
17460,"Cleveland-Elyria, OH",2005,3,174.61,171.83
17460,"Cleveland-Elyria, OH",2005,4,172.96,172.46
17460,"Cleveland-Elyria, OH",2006,1,171.4,173.04
17460,"Cleveland-Elyria, OH",2006,2,175.35,171.72
17460,"Cleveland-Elyria, OH",2006,3,173.93,170.79
17460,"Cleveland-Elyria, OH",2006,4,167.55,166.99
17460,"Cleveland-Elyria, OH",2007,1,166.52,168.92
17460,"Cleveland-Elyria, OH",2007,2,171.53,167.74
17460,"Cleveland-Elyria, OH",2007,3,167.9,164.41
17460,"Cleveland-Elyria, OH",2007,4,161.5,160.89
17460,"Cleveland-Elyria, OH",2008,1,153.85,156.67
17460,"Cleveland-Elyria, OH",2008,2,157.86,154.38
17460,"Cleveland-Elyria, OH",2008,3,152.41,148.88
17460,"Cleveland-Elyria, OH",2008,4,146.15,145.41
17460,"Cleveland-Elyria, OH",2009,1,138.28,141.17
17460,"Cleveland-Elyria, OH",2009,2,148.36,145.33
17460,"Cleveland-Elyria, OH",2009,3,151.54,147.63
17460,"Cleveland-Elyria, OH",2009,4,147.57,146.72
17460,"Cleveland-Elyria, OH",2010,1,143.21,146.38
17460,"Cleveland-Elyria, OH",2010,2,146.6,143.84
17460,"Cleveland-Elyria, OH",2010,3,146.35,142.3
17460,"Cleveland-Elyria, OH",2010,4,143.8,142.95
17460,"Cleveland-Elyria, OH",2011,1,136.75,139.92
17460,"Cleveland-Elyria, OH",2011,2,138.98,136.4
17460,"Cleveland-Elyria, OH",2011,3,138.88,134.74
17460,"Cleveland-Elyria, OH",2011,4,134.59,134.07
17460,"Cleveland-Elyria, OH",2012,1,131.38,134.49
17460,"Cleveland-Elyria, OH",2012,2,140.1,137.33
17460,"Cleveland-Elyria, OH",2012,3,144.52,140.03
17460,"Cleveland-Elyria, OH",2012,4,139.71,139.54
17460,"Cleveland-Elyria, OH",2013,1,137.99,141.2
17460,"Cleveland-Elyria, OH",2013,2,145.58,142.51
17460,"Cleveland-Elyria, OH",2013,3,147.66,143.09
17460,"Cleveland-Elyria, OH",2013,4,143.67,143.77
17460,"Cleveland-Elyria, OH",2014,1,142.32,145.41
17460,"Cleveland-Elyria, OH",2014,2,149.87,146.57
17460,"Cleveland-Elyria, OH",2014,3,153.71,149.29
17460,"Cleveland-Elyria, OH",2014,4,150.54,150.62
17460,"Cleveland-Elyria, OH",2015,1,146.9,149.76
17460,"Cleveland-Elyria, OH",2015,2,157.01,153.5
17460,"Cleveland-Elyria, OH",2015,3,157.41,153.37
17460,"Cleveland-Elyria, OH",2015,4,154.04,154.02
17460,"Cleveland-Elyria, OH",2016,1,152.24,154.72
17460,"Cleveland-Elyria, OH",2016,2,160.57,157.11
17460,"Cleveland-Elyria, OH",2016,3,162.11,158.35
17460,"Cleveland-Elyria, OH",2016,4,163.53,163.55
17460,"Cleveland-Elyria, OH",2017,1,163.68,165.66
17460,"Cleveland-Elyria, OH",2017,2,170,166.62
17460,"Cleveland-Elyria, OH",2017,3,173.03,169.22
17460,"Cleveland-Elyria, OH",2017,4,170.98,171.23
17460,"Cleveland-Elyria, OH",2018,1,172.36,173.78
17460,"Cleveland-Elyria, OH",2018,2,179.65,176.27
17460,"Cleveland-Elyria, OH",2018,3,183.09,179.23
17460,"Cleveland-Elyria, OH",2018,4,181.05,181.5
17460,"Cleveland-Elyria, OH",2019,1,184.14,185.36
17460,"Cleveland-Elyria, OH",2019,2,189.69,185.93
17460,"Cleveland-Elyria, OH",2019,3,191.71,187.94
17460,"Cleveland-Elyria, OH",2019,4,190.94,191.52
17460,"Cleveland-Elyria, OH",2020,1,194.48,195.91
17460,"Cleveland-Elyria, OH",2020,2,202.51,197.8
17460,"Cleveland-Elyria, OH",2020,3,212.89,209.1
17460,"Cleveland-Elyria, OH",2020,4,217.01,217.86
17460,"Cleveland-Elyria, OH",2021,1,220.99,222.98
17460,"Cleveland-Elyria, OH",2021,2,238.84,232.2
17460,"Cleveland-Elyria, OH",2021,3,242.5,238.58
17460,"Cleveland-Elyria, OH",2021,4,245.28,246.75
17460,"Cleveland-Elyria, OH",2022,1,252.98,255.36
17460,"Cleveland-Elyria, OH",2022,2,271.03,262.66
17460,"Cleveland-Elyria, OH",2022,3,267.46,263.32
17460,"Cleveland-Elyria, OH",2022,4,263.69,265.84
17460,"Cleveland-Elyria, OH",2023,1,268.63,271.02
17460,"Cleveland-Elyria, OH",2023,2,285.67,276.49
17460,"Cleveland-Elyria, OH",2023,3,287.55,283.1
17820,"Colorado Springs, CO",1991,1,100,100
17820,"Colorado Springs, CO",1991,2,101.44,101.04
17820,"Colorado Springs, CO",1991,3,103.94,102.75
17820,"Colorado Springs, CO",1991,4,103.53,103.49
17820,"Colorado Springs, CO",1992,1,105.65,105.65
17820,"Colorado Springs, CO",1992,2,108.32,107.87
17820,"Colorado Springs, CO",1992,3,111.08,109.83
17820,"Colorado Springs, CO",1992,4,114.25,114.23
17820,"Colorado Springs, CO",1993,1,116.69,116.65
17820,"Colorado Springs, CO",1993,2,120.71,120.16
17820,"Colorado Springs, CO",1993,3,125.59,124.28
17820,"Colorado Springs, CO",1993,4,127.16,127.12
17820,"Colorado Springs, CO",1994,1,131.11,131.02
17820,"Colorado Springs, CO",1994,2,135.27,134.6
17820,"Colorado Springs, CO",1994,3,139.22,137.87
17820,"Colorado Springs, CO",1994,4,140.22,140.23
17820,"Colorado Springs, CO",1995,1,138.06,137.84
17820,"Colorado Springs, CO",1995,2,142.71,141.94
17820,"Colorado Springs, CO",1995,3,144.58,143.35
17820,"Colorado Springs, CO",1995,4,145.94,145.93
17820,"Colorado Springs, CO",1996,1,150.9,150.59
17820,"Colorado Springs, CO",1996,2,151.95,151.07
17820,"Colorado Springs, CO",1996,3,153.94,152.79
17820,"Colorado Springs, CO",1996,4,155.11,155.09
17820,"Colorado Springs, CO",1997,1,156.24,155.85
17820,"Colorado Springs, CO",1997,2,157.37,156.37
17820,"Colorado Springs, CO",1997,3,158.3,157.3
17820,"Colorado Springs, CO",1997,4,157.65,157.53
17820,"Colorado Springs, CO",1998,1,160.69,160.33
17820,"Colorado Springs, CO",1998,2,163.8,162.67
17820,"Colorado Springs, CO",1998,3,165.03,164.02
17820,"Colorado Springs, CO",1998,4,166.86,166.77
17820,"Colorado Springs, CO",1999,1,167.76,167.43
17820,"Colorado Springs, CO",1999,2,170.54,169.27
17820,"Colorado Springs, CO",1999,3,173.68,172.57
17820,"Colorado Springs, CO",1999,4,176.99,176.97
17820,"Colorado Springs, CO",2000,1,179.11,178.82
17820,"Colorado Springs, CO",2000,2,184.43,183.05
17820,"Colorado Springs, CO",2000,3,187.15,185.72
17820,"Colorado Springs, CO",2000,4,190.25,190.47
17820,"Colorado Springs, CO",2001,1,196.02,195.66
17820,"Colorado Springs, CO",2001,2,201.45,200.04
17820,"Colorado Springs, CO",2001,3,204.78,202.95
17820,"Colorado Springs, CO",2001,4,203.48,203.88
17820,"Colorado Springs, CO",2002,1,207.09,206.72
17820,"Colorado Springs, CO",2002,2,210.34,208.99
17820,"Colorado Springs, CO",2002,3,212.34,210.15
17820,"Colorado Springs, CO",2002,4,211.31,211.88
17820,"Colorado Springs, CO",2003,1,213.57,213.19
17820,"Colorado Springs, CO",2003,2,215.43,214.12
17820,"Colorado Springs, CO",2003,3,219.99,217.61
17820,"Colorado Springs, CO",2003,4,217.68,218.22
17820,"Colorado Springs, CO",2004,1,224.01,223.76
17820,"Colorado Springs, CO",2004,2,225.94,224.53
17820,"Colorado Springs, CO",2004,3,231.35,228.79
17820,"Colorado Springs, CO",2004,4,231.81,232.31
17820,"Colorado Springs, CO",2005,1,231.35,231.34
17820,"Colorado Springs, CO",2005,2,241.65,239.95
17820,"Colorado Springs, CO",2005,3,247.26,244.48
17820,"Colorado Springs, CO",2005,4,250.39,250.79
17820,"Colorado Springs, CO",2006,1,253.39,254.03
17820,"Colorado Springs, CO",2006,2,255.1,252.88
17820,"Colorado Springs, CO",2006,3,256.18,252.99
17820,"Colorado Springs, CO",2006,4,255.29,255.81
17820,"Colorado Springs, CO",2007,1,258.51,260.01
17820,"Colorado Springs, CO",2007,2,260.17,257.33
17820,"Colorado Springs, CO",2007,3,254.8,251.08
17820,"Colorado Springs, CO",2007,4,251.81,252.65
17820,"Colorado Springs, CO",2008,1,246.86,249.18
17820,"Colorado Springs, CO",2008,2,248,244.76
17820,"Colorado Springs, CO",2008,3,242.36,238.05
17820,"Colorado Springs, CO",2008,4,232.29,233.54
17820,"Colorado Springs, CO",2009,1,226.84,229.72
17820,"Colorado Springs, CO",2009,2,235.85,232.32
17820,"Colorado Springs, CO",2009,3,242.48,237.51
17820,"Colorado Springs, CO",2009,4,234.43,236.01
17820,"Colorado Springs, CO",2010,1,231.97,235.65
17820,"Colorado Springs, CO",2010,2,239.2,235.19
17820,"Colorado Springs, CO",2010,3,235.01,229.81
17820,"Colorado Springs, CO",2010,4,217.9,219.59
17820,"Colorado Springs, CO",2011,1,219.54,223.27
17820,"Colorado Springs, CO",2011,2,225.59,221.64
17820,"Colorado Springs, CO",2011,3,226.67,221.64
17820,"Colorado Springs, CO",2011,4,218.12,219.98
17820,"Colorado Springs, CO",2012,1,213.38,216.71
17820,"Colorado Springs, CO",2012,2,229.1,225.15
17820,"Colorado Springs, CO",2012,3,236.29,231.33
17820,"Colorado Springs, CO",2012,4,235.76,237.85
17820,"Colorado Springs, CO",2013,1,235.55,238.55
17820,"Colorado Springs, CO",2013,2,248.44,244.34
17820,"Colorado Springs, CO",2013,3,249.92,245.22
17820,"Colorado Springs, CO",2013,4,246.48,248.59
17820,"Colorado Springs, CO",2014,1,249.39,251.89
17820,"Colorado Springs, CO",2014,2,253.1,249
17820,"Colorado Springs, CO",2014,3,257.88,253.7
17820,"Colorado Springs, CO",2014,4,253.5,255.69
17820,"Colorado Springs, CO",2015,1,263.17,264.98
17820,"Colorado Springs, CO",2015,2,269.07,264.78
17820,"Colorado Springs, CO",2015,3,272.48,268.71
17820,"Colorado Springs, CO",2015,4,271.42,273.89
17820,"Colorado Springs, CO",2016,1,277.5,278.63
17820,"Colorado Springs, CO",2016,2,290.37,285.58
17820,"Colorado Springs, CO",2016,3,297.15,293.9
17820,"Colorado Springs, CO",2016,4,299.47,302.25
17820,"Colorado Springs, CO",2017,1,304.9,305.37
17820,"Colorado Springs, CO",2017,2,320.39,314.96
17820,"Colorado Springs, CO",2017,3,324.15,321.57
17820,"Colorado Springs, CO",2017,4,326.68,329.44
17820,"Colorado Springs, CO",2018,1,340.87,341.05
17820,"Colorado Springs, CO",2018,2,352.71,346.27
17820,"Colorado Springs, CO",2018,3,354.86,353.07
17820,"Colorado Springs, CO",2018,4,353.66,356.45
17820,"Colorado Springs, CO",2019,1,365.65,365.52
17820,"Colorado Springs, CO",2019,2,380.96,373.61
17820,"Colorado Springs, CO",2019,3,381.93,380.71
17820,"Colorado Springs, CO",2019,4,390.16,393.15
17820,"Colorado Springs, CO",2020,1,402.17,402.11
17820,"Colorado Springs, CO",2020,2,414.05,405.44
17820,"Colorado Springs, CO",2020,3,421.2,420.19
17820,"Colorado Springs, CO",2020,4,442.18,445.77
17820,"Colorado Springs, CO",2021,1,462.56,462.79
17820,"Colorado Springs, CO",2021,2,498.24,487.27
17820,"Colorado Springs, CO",2021,3,519.93,518.52
17820,"Colorado Springs, CO",2021,4,522.17,526.63
17820,"Colorado Springs, CO",2022,1,558.59,559.76
17820,"Colorado Springs, CO",2022,2,589.1,575.42
17820,"Colorado Springs, CO",2022,3,568.05,565.82
17820,"Colorado Springs, CO",2022,4,551.13,556.49
17820,"Colorado Springs, CO",2023,1,547.87,549.57
17820,"Colorado Springs, CO",2023,2,567.4,553.8
17820,"Colorado Springs, CO",2023,3,568.25,565.32
17900,"Columbia, SC",1991,1,100,100
17900,"Columbia, SC",1991,2,100.7,100.35
17900,"Columbia, SC",1991,3,100.91,100.69
17900,"Columbia, SC",1991,4,102.19,101.64
17900,"Columbia, SC",1992,1,102.27,102.23
17900,"Columbia, SC",1992,2,102.4,102.06
17900,"Columbia, SC",1992,3,104.12,103.87
17900,"Columbia, SC",1992,4,104.79,104.28
17900,"Columbia, SC",1993,1,104.22,104.13
17900,"Columbia, SC",1993,2,105.56,105.22
17900,"Columbia, SC",1993,3,105.4,105.11
17900,"Columbia, SC",1993,4,106.94,106.53
17900,"Columbia, SC",1994,1,107.6,107.44
17900,"Columbia, SC",1994,2,108.52,108.16
17900,"Columbia, SC",1994,3,109.43,109.1
17900,"Columbia, SC",1994,4,109.79,109.48
17900,"Columbia, SC",1995,1,111.48,111.26
17900,"Columbia, SC",1995,2,111.15,110.77
17900,"Columbia, SC",1995,3,112.09,111.7
17900,"Columbia, SC",1995,4,112.32,112.13
17900,"Columbia, SC",1996,1,112.72,112.45
17900,"Columbia, SC",1996,2,115.7,115.28
17900,"Columbia, SC",1996,3,115.39,114.93
17900,"Columbia, SC",1996,4,116.47,116.35
17900,"Columbia, SC",1997,1,118.39,118.12
17900,"Columbia, SC",1997,2,119.07,118.6
17900,"Columbia, SC",1997,3,120.09,119.54
17900,"Columbia, SC",1997,4,120.62,120.57
17900,"Columbia, SC",1998,1,122.13,121.9
17900,"Columbia, SC",1998,2,123.86,123.31
17900,"Columbia, SC",1998,3,125.33,124.7
17900,"Columbia, SC",1998,4,126.53,126.54
17900,"Columbia, SC",1999,1,127.77,127.58
17900,"Columbia, SC",1999,2,130.02,129.41
17900,"Columbia, SC",1999,3,131.81,131.07
17900,"Columbia, SC",1999,4,131.99,132.05
17900,"Columbia, SC",2000,1,133.61,133.45
17900,"Columbia, SC",2000,2,137.07,136.43
17900,"Columbia, SC",2000,3,136.68,135.81
17900,"Columbia, SC",2000,4,137.96,138.08
17900,"Columbia, SC",2001,1,139.69,139.56
17900,"Columbia, SC",2001,2,141.15,140.48
17900,"Columbia, SC",2001,3,141.67,140.72
17900,"Columbia, SC",2001,4,141.42,141.55
17900,"Columbia, SC",2002,1,143.74,143.65
17900,"Columbia, SC",2002,2,145.48,144.78
17900,"Columbia, SC",2002,3,148.32,147.31
17900,"Columbia, SC",2002,4,148.33,148.48
17900,"Columbia, SC",2003,1,146.71,146.64
17900,"Columbia, SC",2003,2,151.58,150.82
17900,"Columbia, SC",2003,3,152.4,151.42
17900,"Columbia, SC",2003,4,152.74,152.74
17900,"Columbia, SC",2004,1,155.86,155.99
17900,"Columbia, SC",2004,2,159.17,158.23
17900,"Columbia, SC",2004,3,161.24,160.28
17900,"Columbia, SC",2004,4,162.93,162.76
17900,"Columbia, SC",2005,1,164.48,164.87
17900,"Columbia, SC",2005,2,168.04,166.97
17900,"Columbia, SC",2005,3,170.59,169.54
17900,"Columbia, SC",2005,4,172.74,172.33
17900,"Columbia, SC",2006,1,175.74,176.61
17900,"Columbia, SC",2006,2,178.73,177.44
